name,username_type,acount_age,number_of_edits,total_posts,talking_type,status,rights,partition,editors,degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,clustering_coifficient,UID,only_edits
Jürgen-Michael Glubrecht,registered,81.41303722869053,895,2,1,0,1,2,Jürgen-Michael Glubrecht,4.546694553059925e-05,5.868944976167117e-05,0.241663480085329,0.0,0.0,U20351,893.0
Danno uk,registered,85.35300595570827,4,1,1,0,1,2,Danno uk,4.546694553059925e-05,4.713148380712511e-05,0.2386261291400117,0.0,0.0,U20352,3.0
Sundar,registered,119.33457679943234,48,1,0,1,1,2,Sundar,4.546694553059925e-05,5.868944976167117e-05,0.241663480085329,0.0,0.0,U20354,47.0
Simius narrans,registered,11.53178595955655,23,4,1,0,1,2,Simius narrans,0.0001818677821223,0.0001537847643884,0.2531685684419666,4.6469354848378814e-08,0.6666666666666666,U20355,19.0
Snowman25,registered,0.4626621734570563,2,1,1,0,1,2,Snowman25,9.09338910611985e-05,0.0001649966683108,0.2543387890878786,0.0,1.0,U20356,1.0
NUMB3RN7NE,registered,55.47284642699333,9,1,1,0,1,2,NUMB3RN7NE,4.546694553059925e-05,5.868944976167117e-05,0.241663480085329,0.0,0.0,U20358,8.0
Framhein,registered,59.77582055453264,2000,52,1,0,1,2,Framhein,9.09338910611985e-05,0.0001412942477291,0.2478624348621836,0.0,1.0,U20359,1948.0
Mskyrider,registered,118.31837675577792,1402,6,1,1,1,2,Mskyrider,0.0001818677821223,0.0001299125807675,0.2466229169587601,6.686391182907706e-05,0.1666666666666666,U20360,1396.0
FlugTurboFan,registered,46.49994600238959,11,1,1,0,1,2,FlugTurboFan,4.546694553059925e-05,5.670769707069178e-06,0.2112032486419406,0.0,0.0,U20361,10.0
Z-ultimus,registered,93.03015614435766,40,1,1,0,1,3179,Z-ultimus,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20363,39.0
Ercsaba74,registered,92.32577480866972,16,1,1,0,1,2,Ercsaba74,4.546694553059925e-05,5.868944976167117e-05,0.241663480085329,0.0,0.0,U20365,15.0
IlyaMart,registered,0.0001832876635233,2,1,1,0,1,2,IlyaMart,4.546694553059925e-05,1.7582123098509134e-05,0.2276126857934497,0.0,0.0,U20366,1.0
Godai,registered,101.21304605083532,129,1,1,1,1,2,Godai,4.546694553059925e-05,1.7582123098509134e-05,0.2276126857934497,0.0,0.0,U20367,128.0
Geilamir,registered,22.70763944502625,77,4,1,0,1,2,Geilamir,9.09338910611985e-05,0.0001165879394693,0.2569561900392737,1.3144435170368805e-07,0.0,U20368,73.0
Squeamish Ossifrage,registered,83.96154381449767,12,1,1,0,1,2,Squeamish Ossifrage,4.546694553059925e-05,0.0001036814348273,0.2516089424408105,0.0,0.0,U20369,11.0
Abramesku,registered,1.4446079583351397,33,1,1,0,1,3180,Abramesku,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20371,32.0
Kurator71,registered,121.98761933662034,1488,2,1,1,1,2,Kurator71,4.546694553059925e-05,0.0001031125165734,0.2576748317414973,0.0,0.0,U20372,1486.0
Sandip90,registered,44.3493903973996,1258,4,1,0,1,2,Sandip90,4.546694553059925e-05,6.97302551258082e-05,0.2439601710677073,0.0,0.0,U20373,1254.0
Hhgygy,registered,99.25745262089951,69,2,1,0,1,3181,Hhgygy,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20374,67.0
藏狐,registered,5.29333593434499,20,1,1,0,1,3182,藏狐,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20375,19.0
Toddy1,registered,110.08650569294524,100,3,0,1,1,2,Toddy1,4.546694553059925e-05,5.670769707069178e-06,0.2112032486419406,0.0,0.0,U20376,97.0
ペーター,registered,94.31989971655057,19,2,2,0,1,2,ペーター,0.0001364008365917,0.0001685885201975,0.2490883708283887,0.0,1.0,U20377,17.0
Entalpia2,registered,116.99722900995,206,7,1,1,1,9,Entalpia2,4.546694553059925e-05,1.5080253000105164e-05,0.2252829314418289,0.0,0.0,U20379,199.0
Matus.ludma,registered,0.175302861949405,11,3,1,0,1,1683,Matus.ludma,0.0001818677821223,0.0002943811599209,0.2651714958184013,2.0101300599231853e-08,0.8333333333333334,U20380,8.0
Redddbaron,registered,6.441676876778214,1,1,0,0,1,5,Redddbaron,4.546694553059925e-05,5.079863338073284e-05,0.2420424326750685,0.0,0.0,U20382,0.0
Srithern,registered,67.45774991196869,181,4,1,0,1,2,Srithern,0.0001818677821223,0.0003001859874877,0.2615074394172934,2.5176240587501348e-08,0.6666666666666666,U20384,177.0
Mmehdi.g,registered,86.69545804043432,16,1,1,0,1,10,Mmehdi.g,9.09338910611985e-05,0.0001252177175011,0.254753110431615,0.0,1.0,U20385,15.0
Maikek,registered,0.3560389482482338,3,1,1,0,1,3183,Maikek,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20386,2.0
Fongyun,registered,18.10870023188552,6,4,1,0,1,2,Fongyun,0.0001364008365917,7.376259417594442e-05,0.2427196196229413,6.832289585295247e-09,0.3333333333333333,U20387,2.0
Kdammers,registered,111.36563112939425,28,1,1,1,1,2,Kdammers,9.09338910611985e-05,1.8203810493732304e-05,0.2276301230359597,0.0,1.0,U20389,27.0
LudwigSebastianMicheler,registered,119.98281050717446,313,2,1,1,1,3184,LudwigSebastianMicheler,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20390,311.0
Keskival,registered,27.836846600394107,2,1,1,0,1,0,Keskival,4.546694553059925e-05,6.784537824916123e-05,0.2413249058695749,0.0,0.0,U20391,1.0
Bearw08,registered,0.0006072829847445,1,1,1,0,1,10,Bearw08,4.546694553059925e-05,0.0001076355944026,0.254306136898249,0.0,0.0,U20392,0.0
Ceciliawolf,registered,64.75724081337133,2,1,1,0,1,2,Ceciliawolf,4.546694553059925e-05,1.8721899427244525e-05,0.2230715393032389,0.0,0.0,U20393,1.0
Peprochazka,registered,0.9337460728146368,5,1,1,0,1,10,Peprochazka,9.09338910611985e-05,0.0002185527641649,0.2624081340179844,0.0,1.0,U20394,4.0
Pinea,registered,113.97713809622678,166,4,0,1,1,1,Pinea,9.09338910611985e-05,9.168515750539292e-05,0.247120316333851,0.0,1.0,U20396,162.0
Tobias B. Besemer,registered,54.2906041115758,10,1,1,0,1,1,Tobias B. Besemer,4.546694553059925e-05,0.0001109171697622,0.2566066803565984,0.0,0.0,U20397,9.0
Invisigoth67,registered,112.91500433882209,42,2,1,1,1,1,Invisigoth67,9.09338910611985e-05,0.0001115895727853,0.2566620945877851,1.7866315935557465e-07,0.0,U20399,40.0
Unimaginable666,registered,2.3576421449067705e-05,1,1,1,0,1,3185,Unimaginable666,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20401,0.0
Liliana-60,registered,40.80924431485018,117,6,1,0,1,2,Liliana-60,0.0001364008365917,0.0002628111215533,0.262831747325886,0.0,1.0,U20402,111.0
Chavagne,registered,42.03036148738319,10,1,1,0,1,2,Chavagne,4.546694553059925e-05,1.7582123098509134e-05,0.2276126857934497,0.0,0.0,U20404,9.0
Asaifm,registered,97.53339067727454,18,1,1,0,1,2,Asaifm,9.09338910611985e-05,2.3252892805578315e-05,0.2296311993136629,0.0,1.0,U20405,17.0
SunOfErat,registered,123.20439008177976,2227,2,1,1,1,2,SunOfErat,4.546694553059925e-05,5.670769707069178e-06,0.2112032486419406,0.0,0.0,U20406,2225.0
Dimа,registered,43.541835979596506,982,17,1,0,1,1,Dimа,4.546694553059925e-05,0.0001063072185491,0.2530284342603374,0.0,0.0,U20407,965.0
Amzer,registered,32.40133153544107,42,1,1,0,1,3186,Amzer,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20408,41.0
Bestalex,registered,119.4062932313615,335,3,1,1,1,3,Bestalex,9.09338910611985e-05,0.0001984787341839,0.2572509602406131,0.0,1.0,U20410,332.0
Honza889,registered,8.16968140649325,4,1,1,0,1,3187,Honza889,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20411,3.0
Rekrutacja,registered,78.3589384678216,6,1,1,0,1,1,Rekrutacja,4.546694553059925e-05,9.834768082392432e-05,0.2526787765817668,0.0,0.0,U20415,5.0
Tamarod Çapuling,registered,0.000139937469246,1,1,1,0,1,1,Tamarod Çapuling,4.546694553059925e-05,0.0001106722984032,0.2534276859157441,0.0,0.0,U20416,0.0
DavidBourguignon,registered,101.1605348957656,34,2,2,1,1,2,DavidBourguignon,9.09338910611985e-05,0.0001936923240106,0.2563852625078535,0.0,1.0,U20418,32.0
Nndd,registered,95.81584609312078,59,1,1,0,1,2,Nndd,4.546694553059925e-05,2.7994950133421745e-05,0.2318168834421019,0.0,0.0,U20420,58.0
Torceval,registered,5.746854258928429,4,1,1,0,1,1,Torceval,4.546694553059925e-05,0.0001109171697622,0.2566066803565984,0.0,0.0,U20421,3.0
Aleturin,registered,0.3178717640410899,7,2,2,0,1,1,Aleturin,4.546694553059925e-05,0.0001109171697622,0.2566066803565984,0.0,0.0,U20424,5.0
NearEMPTiness,registered,115.27905470718464,5256,35,1,1,1,1,NearEMPTiness,0.0007274711284895,0.0008779991609224,0.2808623393453356,1.2643065218052555e-06,0.5583333333333333,U20425,5221.0
Jacoposki,registered,0.0002958460626995,3,1,1,0,1,3188,Jacoposki,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20429,2.0
Vikasatkin,registered,0.6272712269549987,3,1,1,0,1,3189,Vikasatkin,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20430,2.0
Rat84,registered,0.0054423507061138,4,1,1,0,1,1,Rat84,4.546694553059925e-05,0.0001109171697622,0.2566066803565984,0.0,0.0,U20432,3.0
Kyube,registered,112.2400752772321,54,1,1,1,1,1,Kyube,4.546694553059925e-05,0.0001109171697622,0.2566066803565984,0.0,0.0,U20434,53.0
Felis domestica,registered,123.62390550266072,1244,5,1,1,1,1,Felis domestica,4.546694553059925e-05,0.0001109171697622,0.2566066803565984,0.0,0.0,U20435,1239.0
Berthothos,registered,70.04251627343477,33,2,2,0,1,3190,Berthothos,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20436,31.0
Vogelsang35,registered,6.370923655744699,4,1,1,0,1,1,Vogelsang35,4.546694553059925e-05,0.0001109171697622,0.2566066803565984,0.0,0.0,U20437,3.0
Georf,registered,5.546056159035892,3,1,1,0,1,3191,Georf,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20439,2.0
Siver-Snom,registered,54.46633667281935,206,1,1,0,1,3192,Siver-Snom,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20441,205.0
Prokaryotes,registered,54.21959535255496,29,1,1,0,1,1,Prokaryotes,9.09338910611985e-05,0.0001585762060393,0.2576748317414973,0.0,1.0,U20443,28.0
DirkHoffmann,registered,76.30966792990654,46,1,1,0,1,10,DirkHoffmann,9.09338910611985e-05,0.0001552946306797,0.2555363594434987,0.0,1.0,U20444,45.0
Zanetu,registered,24.904059935826503,18,2,2,0,1,2,Zanetu,4.546694553059925e-05,0.0001036814348273,0.2516089424408105,0.0,0.0,U20446,16.0
Arxiloxos,registered,62.596600584238935,31,2,1,0,1,1,Arxiloxos,4.546694553059925e-05,0.0001063072185491,0.2530284342603374,0.0,0.0,U20448,29.0
Eriass2,registered,32.2115721442299,74,1,0,0,1,2,Eriass2,0.0003637355642447,0.0003329420547547,0.2592090119095474,0.0,1.0,U20450,73.0
JH data,registered,0.0002620024899743,2,1,0,0,1,2,JH data,0.0003637355642447,0.0003329420547547,0.2592090119095474,0.0,1.0,U20451,1.0
M samadi,registered,114.20246251919389,166,2,2,1,1,2,M samadi,0.0004092025097753,0.0004403827208354,0.2652129159208409,7.047277845091545e-07,0.8888888888888888,U20454,164.0
Physikusin,registered,33.32174209980736,33,2,2,0,1,2,Physikusin,0.0003637355642447,0.0003329420547547,0.2592090119095474,0.0,1.0,U20455,31.0
W.,registered,15.758145463478222,15,1,1,0,1,3193,W.,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20456,14.0
Ernie,registered,122.50599943872906,714,3,1,1,1,2,Ernie,9.09338910611985e-05,0.0001985178785754,0.2626168684198371,0.0,1.0,U20458,711.0
Diego Queiroz,registered,91.6811384065229,133,1,1,0,1,1,Diego Queiroz,4.546694553059925e-05,8.710844048955242e-05,0.2493810531919798,0.0,0.0,U20459,132.0
Mathew5000,registered,119.45962918091708,39,2,2,1,1,1,Mathew5000,9.09338910611985e-05,0.0001934156590386,0.2573958118912088,0.0,1.0,U20460,37.0
Quant18,registered,65.71181665453622,82,1,1,0,1,1,Quant18,4.546694553059925e-05,0.0001109171697622,0.2566066803565984,0.0,0.0,U20461,81.0
Saloca,registered,121.0225793669807,550,2,1,1,1,1,Saloca,4.546694553059925e-05,0.0001109171697622,0.2566066803565984,0.0,0.0,U20464,548.0
Hauru,registered,12.82744341088455,4,1,1,0,1,3194,Hauru,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20465,3.0
Ccmpg,registered,120.54067655203202,19461,1,1,1,1,1,Ccmpg,4.546694553059925e-05,0.0001109171697622,0.2566066803565984,0.0,0.0,U20466,19460.0
Milegue,registered,90.38223197221328,155,3,1,1,1,3195,Milegue,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20470,152.0
Chrisandres,registered,116.92882012179123,81,2,1,1,1,10,Chrisandres,4.546694553059925e-05,0.0001076355944026,0.254306136898249,0.0,0.0,U20472,79.0
Chesychen,registered,5.759004101536802,5,1,1,0,1,3196,Chesychen,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20473,4.0
Filip nohe,registered,120.14944599212244,10,1,1,1,1,1,Filip nohe,4.546694553059925e-05,0.0001063072185491,0.2530284342603374,0.0,0.0,U20475,9.0
Dimant,registered,112.50714897940712,1058,1,1,1,1,1,Dimant,4.546694553059925e-05,0.0001109171697622,0.2566066803565984,0.0,0.0,U20476,1057.0
Jgarces6,registered,82.56218129051247,6,1,1,0,1,3197,Jgarces6,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20477,5.0
1-555-confide,registered,54.96884223799561,228,1,1,0,1,3198,1-555-confide,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20478,227.0
Touchatou,registered,101.81925744919852,8,1,1,1,1,9,Touchatou,4.546694553059925e-05,1.5080253000105164e-05,0.2252829314418289,0.0,0.0,U20480,7.0
Black Marlin,registered,12.484084014197569,16,1,1,0,1,9,Black Marlin,4.546694553059925e-05,1.5080253000105164e-05,0.2252829314418289,0.0,0.0,U20481,15.0
Kateryna Kiryeyeva,registered,8.020721392864559,50,1,1,0,1,1,Kateryna Kiryeyeva,4.546694553059925e-05,8.710844048955242e-05,0.2493810531919798,0.0,0.0,U20482,49.0
Deevakar,registered,77.06779856305513,7,1,1,0,1,9,Deevakar,4.546694553059925e-05,1.5080253000105164e-05,0.2252829314418289,0.0,0.0,U20483,6.0
Kriss06,registered,113.90586923604027,51,1,1,1,1,3199,Kriss06,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20484,50.0
Andros64,registered,121.2932895420318,801,1,1,1,1,3200,Andros64,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20485,800.0
Thomas Blomberg,registered,118.552893701521,78,3,1,1,1,9,Thomas Blomberg,4.546694553059925e-05,1.5080253000105164e-05,0.2252829314418289,0.0,0.0,U20488,75.0
Jijnasu Yakru,registered,0.0009468595065835,1,1,1,0,1,2,Jijnasu Yakru,4.546694553059925e-05,1.434688765341051e-06,0.2035982529477279,0.0,0.0,U20490,0.0
FLLL,registered,111.08596951948972,247,1,1,1,1,1,FLLL,4.546694553059925e-05,0.0001109171697622,0.2566066803565984,0.0,0.0,U20491,246.0
Orexan,registered,0.0027603426338513,21,1,1,0,1,2,Orexan,4.546694553059925e-05,4.048174934957384e-05,0.2379429752567881,0.0,0.0,U20492,20.0
InsaneHacker,registered,98.8042780557514,308,2,1,1,1,1,InsaneHacker,9.09338910611985e-05,0.0001996123783918,0.2577642458972558,0.0,1.0,U20493,306.0
DonDrakon,registered,113.90652139027875,278,5,1,1,1,3,DonDrakon,0.0001364008365917,0.0002864723007374,0.2661989700339671,0.0,1.0,U20496,273.0
Rene1596,registered,46.436115122905406,26,6,1,0,1,1,Rene1596,0.0001364008365917,0.0002410592924226,0.2651064332190526,0.0,1.0,U20499,20.0
Molzer,registered,5.489704328859137,1,1,1,0,1,3201,Molzer,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20500,0.0
Lord Mota,registered,85.20445852945494,4009,1,1,0,1,3202,Lord Mota,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20501,4008.0
FT2,registered,83.12240345645549,34,2,1,0,1,2,FT2,9.09338910611985e-05,0.0001124048794065,0.2462499039485459,0.0,1.0,U20502,32.0
MarioS,registered,16.76144958486485,8,2,1,0,1,2,MarioS,4.546694553059925e-05,6.026036008933346e-05,0.2405337086957938,0.0,0.0,U20505,6.0
IKAl,registered,27.23619847696317,158,6,1,0,1,1,IKAl,9.09338910611985e-05,0.0002140296863356,0.2660202250341681,0.0,1.0,U20506,152.0
Vadmium,registered,13.789149978743197,11,1,1,0,1,1,Vadmium,4.546694553059925e-05,8.710844048955242e-05,0.2493810531919798,0.0,0.0,U20508,10.0
DiverDave,registered,109.12851545358372,27,2,2,1,1,1,DiverDave,4.546694553059925e-05,0.0001109171697622,0.2566066803565984,0.0,0.0,U20509,25.0
Chamberlian,registered,15.499693886786025,12,1,1,0,1,1683,Chamberlian,9.09338910611985e-05,0.0001681382481592,0.2526358085678938,0.0,1.0,U20511,11.0
JPaul,registered,112.67868189551386,3,1,1,1,1,2,JPaul,4.546694553059925e-05,4.713148380712511e-05,0.2386261291400117,0.0,0.0,U20512,2.0
Maddox,registered,41.79246893045944,183,1,1,0,1,1,Maddox,4.546694553059925e-05,0.0001109171697622,0.2566066803565984,0.0,0.0,U20513,182.0
InSb,registered,23.4138578402629,47,3,1,0,1,1,InSb,4.546694553059925e-05,0.0001109171697622,0.2566066803565984,0.0,0.0,U20516,44.0
Jergen,registered,112.59649791272618,1336,1,1,1,1,3203,Jergen,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20517,1335.0
AtticTapestry,registered,111.20644921600794,2963,7,1,1,1,3,AtticTapestry,0.0001364008365917,0.0002686126362659,0.2676617334942024,0.0,1.0,U20518,2956.0
Honzula,registered,77.5122007980999,101,2,1,0,1,2,Honzula,9.09338910611985e-05,0.0001087735174527,0.2517901746515384,0.0,1.0,U20519,99.0
Ariam,registered,117.6262893830811,3887,4,1,1,1,2,Ariam,4.546694553059925e-05,9.840891665669372e-05,0.247795255067896,0.0,0.0,U20520,3883.0
Vprypin,registered,74.09328011146323,149,1,1,0,1,2,Vprypin,4.546694553059925e-05,4.264709258328289e-06,0.2045619113969908,0.0,0.0,U20521,148.0
Glupp,registered,88.99574711778247,180,1,1,0,1,3,Glupp,4.546694553059925e-05,0.00010013105336,0.2498161176659779,0.0,0.0,U20522,179.0
Josef Hron,registered,66.72888598366534,151,1,1,0,1,3204,Josef Hron,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20524,150.0
Polskivinnik,registered,121.52684974138188,232,2,2,1,1,3,Polskivinnik,4.546694553059925e-05,0.00010013105336,0.2498161176659779,0.0,0.0,U20526,230.0
Siri,registered,1.6748161229259404,1,1,1,0,1,9,Siri,9.09338910611985e-05,1.5107663965987918e-05,0.2252872017225826,0.0,1.0,U20527,0.0
Marek Genius,registered,122.66199549310086,421,1,1,1,1,1,Marek Genius,4.546694553059925e-05,0.0001109171697622,0.2566066803565984,0.0,0.0,U20528,420.0
BoyBoy,registered,115.13127655674732,53,2,2,1,1,3205,BoyBoy,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20529,51.0
Me and,registered,106.22380868722682,205,1,1,1,1,3206,Me and,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20530,204.0
石庭豐,registered,0.0330739166444211,2,1,1,0,1,10,石庭豐,4.546694553059925e-05,0.0001076355944026,0.254306136898249,0.0,0.0,U20532,1.0
Majella1851,registered,109.7821439789242,1822,1,1,1,1,1,Majella1851,4.546694553059925e-05,0.0001208225466288,0.264769801378435,0.0,0.0,U20533,1821.0
The Nature Box,registered,51.4116184604901,3,1,1,0,1,3207,The Nature Box,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20535,2.0
DarkPhoenix,registered,32.04036473484511,1,1,1,0,1,10,DarkPhoenix,4.546694553059925e-05,0.0001076355944026,0.254306136898249,0.0,0.0,U20537,0.0
Gallais,registered,60.27541062901132,7,2,1,0,1,3208,Gallais,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20538,5.0
Ran Ayase,registered,18.32246764516421,19,2,1,0,1,3209,Ran Ayase,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20539,17.0
JanTH,registered,90.38651717694408,48,1,1,1,1,10,JanTH,9.09338910611985e-05,0.0001477703059852,0.2561587054199872,0.0,1.0,U20541,47.0
Plantek,registered,112.9970175826867,331,1,1,1,1,3,Plantek,4.546694553059925e-05,0.00010013105336,0.2498161176659779,0.0,0.0,U20543,330.0
Taylor 8889,registered,30.235086202241582,15,1,1,0,1,1,Taylor 8889,4.546694553059925e-05,8.301063885326934e-05,0.2528884551273792,0.0,0.0,U20545,14.0
AndrewADev,registered,0.3307098860498314,182,1,1,0,1,1,AndrewADev,4.546694553059925e-05,8.301063885326934e-05,0.2528884551273792,0.0,0.0,U20546,181.0
FirstAdmiral,registered,55.76702274668352,50,1,1,0,1,10,FirstAdmiral,4.546694553059925e-05,0.0001076355944026,0.254306136898249,0.0,0.0,U20547,49.0
Dancxjo,registered,22.42567190899805,309,2,1,0,1,2,Dancxjo,4.546694553059925e-05,8.302002560742048e-05,0.2475784613189302,0.0,0.0,U20549,307.0
Headbomb,registered,112.26914044170046,519,1,1,1,1,2,Headbomb,4.546694553059925e-05,8.302002560742048e-05,0.2475784613189302,0.0,0.0,U20550,518.0
Leonid76,registered,115.04145115155607,248,1,1,1,1,1,Leonid76,4.546694553059925e-05,6.864909525006353e-06,0.2175232272566585,0.0,0.0,U20551,247.0
Stanleytux,registered,59.63869666500111,100,1,1,0,1,1,Stanleytux,4.546694553059925e-05,0.0001109171697622,0.2566066803565984,0.0,0.0,U20553,99.0
Road House,registered,0.0360608971360732,10,2,1,0,1,0,Road House,4.546694553059925e-05,6.540187233061523e-05,0.2393421324676097,0.0,0.0,U20555,8.0
Andrew0090,registered,3.0495359627888017,1,1,0,0,1,10,Andrew0090,9.09338910611985e-05,0.0001191346423984,0.2545894013811277,0.0,1.0,U20556,0.0
Triple5,registered,108.87241809665268,9,1,1,1,1,3,Triple5,4.546694553059925e-05,4.765903627709033e-05,0.2412514282772062,0.0,0.0,U20557,8.0
Voidvector,registered,100.11548643861424,663,1,1,1,1,3210,Voidvector,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20558,662.0
Greenrd,registered,56.88407131335118,51,2,1,0,1,3,Greenrd,4.546694553059925e-05,0.00010013105336,0.2498161176659779,0.0,0.0,U20559,49.0
Jossi2,registered,117.28306307909584,138,4,0,1,1,1,Jossi2,0.0060016368100391,0.0061129974463892,0.3095278820270994,1.0247789112460409e-07,0.991325468424705,U20560,134.0
Raffedada,registered,19.05044365501459,48,1,1,0,1,3211,Raffedada,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20562,47.0
Vojen,registered,50.5955027595821,27,2,1,0,1,10,Vojen,4.546694553059925e-05,0.0001076355944026,0.254306136898249,0.0,0.0,U20565,25.0
Guanaco,registered,41.59575867783428,235,5,1,0,1,10,Guanaco,0.0002273347276529,0.0004972248748448,0.2669103643485496,0.0,1.0,U20566,230.0
Amalthea,registered,70.50264017893744,22,8,2,0,1,3212,Amalthea,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20567,14.0
JoHammer,registered,5.289323379520304,30,1,1,0,1,3213,JoHammer,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20568,29.0
Turdas,registered,46.221311487877536,2,1,1,0,1,10,Turdas,9.09338910611985e-05,0.0001974539360772,0.2569006487566265,0.0,1.0,U20569,1.0
Jmrebes,registered,114.89543172610588,4394,1,1,1,1,1,Jmrebes,4.546694553059925e-05,8.301063885326934e-05,0.2528884551273792,0.0,0.0,U20570,4393.0
