name,username_type,acount_age,number_of_edits,total_posts,talking_type,status,rights,partition,editors,degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,clustering_coifficient,UID,only_edits
DatawikiID,registered,3.0719871805109693,118,8,1,1,1,1,DatawikiID,0.0001818677821223,0.0003426769964969,0.2653668753701118,0.0,1.0,U20121,110.0
RobiBuecheler,registered,104.6138790590422,1,1,1,1,1,1683,RobiBuecheler,9.09338910611985e-05,0.0001056278208235,0.2501842212368241,0.0,1.0,U20122,0.0
4wsasa7,registered,4.809672873349745,48,2,1,1,1,1683,4wsasa7,4.546694553059925e-05,8.31974162521817e-05,0.2539095390646364,0.0,0.0,U20124,46.0
AliAlizadehAnaraki,registered,0.0671304376924615,10,2,2,1,1,1683,AliAlizadehAnaraki,4.546694553059925e-05,8.31974162521817e-05,0.2539095390646364,0.0,0.0,U20125,8.0
Megfãs,registered,21.80515076360987,879,3,1,1,1,1683,Megfãs,0.0001364008365917,0.0002965377422532,0.2668324640581151,0.0,1.0,U20126,876.0
KonstaER,registered,0.2772085212792414,12,1,1,1,1,0,KonstaER,4.546694553059925e-05,7.197124761306252e-05,0.2409140068528107,0.0,0.0,U20127,11.0
חנריב,registered,0.862203802192303,40,1,0,1,1,1683,חנריב,9.09338910611985e-05,9.632138678051076e-05,0.2501473620709399,0.0,1.0,U20130,39.0
Rayquachu,registered,34.06786663046545,291,1,1,1,1,1683,Rayquachu,9.09338910611985e-05,0.0001790395391936,0.259322124587113,0.0,1.0,U20131,290.0
Polyglot Lady,registered,0.0229132395295971,54,1,0,1,1,1683,Polyglot Lady,9.09338910611985e-05,0.000139742636455,0.2550373720886779,0.0,1.0,U20132,53.0
Arbitan,registered,10.737152561502135,57,2,2,1,1,1683,Arbitan,9.09338910611985e-05,0.0001790395391936,0.259322124587113,0.0,1.0,U20133,55.0
Espandero,registered,104.64771388567566,521,3,0,1,1,1683,Espandero,0.0005456033463671,0.0008379922497459,0.2747653877861237,0.0,1.0,U20134,518.0
Luxphos,registered,1.6351389069514697e-05,1,1,1,1,1,1683,Luxphos,9.09338910611985e-05,0.0001790395391936,0.259322124587113,0.0,1.0,U20135,0.0
Abhay.mig87,registered,1.5590859345351224e-05,1,1,1,1,1,1683,Abhay.mig87,4.546694553059925e-05,9.5842122941451e-05,0.2501420973623893,0.0,0.0,U20136,0.0
Rodm23,registered,84.31463723112422,6467,1,1,1,1,1683,Rodm23,9.09338910611985e-05,0.0002013245321577,0.2575687329680254,0.0,1.0,U20138,6466.0
Nguyenquanghai19,registered,49.08602808027848,352,3,1,1,1,1683,Nguyenquanghai19,0.0001818677821223,0.0002751853272982,0.2645223034002485,0.0,1.0,U20139,349.0
WiiisbetterthanPS4,registered,0.1533227923913564,37,4,1,1,1,1,WiiisbetterthanPS4,0.0001364008365917,0.0002505009173976,0.2570895871528567,0.0,1.0,U20141,33.0
התו השמיני,registered,60.19733654885301,2125,6,0,1,1,1683,התו השמיני,0.0001364008365917,0.0002439915100041,0.2624660825050585,0.0,1.0,U20142,2119.0
Sameerdixit67,registered,0.000376842478323,1,1,1,1,1,1683,Sameerdixit67,4.546694553059925e-05,8.31974162521817e-05,0.2539095390646364,0.0,0.0,U20143,0.0
MarcoFleshlight,registered,1.7331863989906249,48,2,2,1,1,1683,MarcoFleshlight,9.09338910611985e-05,0.0001895303340801,0.2626110657580222,0.0,1.0,U20144,46.0
Gülkız Tulay,registered,0.000819090512924,4,1,1,1,1,1683,Gülkız Tulay,4.546694553059925e-05,8.882284613888786e-05,0.254431349176387,0.0,0.0,U20146,3.0
Yozden,registered,0.0607028207286939,40,2,1,1,1,1683,Yozden,0.0001818677821223,0.0003792983975659,0.2712165490866817,0.0,1.0,U20147,38.0
LotHorizon,registered,18.933517913897383,4,1,1,1,1,1683,LotHorizon,9.09338910611985e-05,0.000195070189425,0.2633033876265883,0.0,1.0,U20148,3.0
PBZE,registered,22.22420378241853,10,2,0,1,1,1,PBZE,0.0003637355642447,0.0005412605930917,0.2732932836826914,0.0,1.0,U20149,8.0
KhanFel,registered,0.202667862219393,26,14,0,1,1,1683,KhanFel,0.0001818677821223,0.0003815995430164,0.2731362691105521,0.0,1.0,U20150,12.0
Creando,registered,113.50339538495352,45,1,1,1,1,1683,Creando,4.546694553059925e-05,8.882284613888786e-05,0.254431349176387,0.0,0.0,U20151,44.0
Masterorionpix,registered,0.0001425993232806,1,1,1,1,1,1683,Masterorionpix,0.0001364008365917,0.0002771743392555,0.2666409030842322,0.0,1.0,U20152,0.0
Idoitrada,registered,23.258610147139684,129,2,2,1,1,1,Idoitrada,0.0001818677821223,0.0003441237651026,0.2660857369887516,0.0,1.0,U20153,127.0
Linuxmetel,registered,28.982658401229624,34,1,1,1,1,1683,Linuxmetel,9.09338910611985e-05,0.0001846649690803,0.2594353360271668,0.0,1.0,U20157,33.0
Mohdw04,registered,55.50099705446838,4,2,2,1,1,1683,Mohdw04,9.09338910611985e-05,9.621922874944638e-05,0.2501473620709399,0.0,1.0,U20158,2.0
FeRDNYC,registered,110.4428834571856,17,3,0,1,1,1683,FeRDNYC,0.0001364008365917,0.0002078893862708,0.2603845243526468,6.023685188966152e-07,0.6666666666666666,U20159,14.0
Eddykmwanza,registered,0.0007920917077162,1,1,0,1,1,1683,Eddykmwanza,0.0007274711284895,0.0008124137489078,0.2759391626596528,0.0,1.0,U20160,0.0
Kacamata,registered,121.65849173266164,9429,133,1,1,10,1683,Kacamata,0.0009548058561425,0.0011851067389694,0.2855247108556327,7.182743292495732e-05,0.5428571428571428,U20163,9296.0
Chouette bougonne,registered,10.780137701511856,235,6,0,1,10,1683,Chouette bougonne,0.0005910702918977,0.0008973811294456,0.2820353483324213,9.143660217723588e-07,0.7948717948717948,U20164,229.0
Romwriter,registered,113.0311566212098,82,2,2,1,1,1683,Romwriter,0.0001364008365917,0.0002874569747885,0.2646342094334825,0.0,1.0,U20167,80.0
VadErs88,registered,0.275959731472165,151,2,0,1,1,1683,VadErs88,0.0001364008365917,0.0001995924679529,0.2614326605533537,0.0,1.0,U20171,149.0
Ardije,registered,115.3006936791614,34,5,0,1,1,1683,Ardije,0.0001818677821223,0.0003106801371372,0.2692504103592172,0.0,1.0,U20172,29.0
Pentachlorphenol,registered,119.56958961055554,88,8,1,1,1,1683,Pentachlorphenol,0.0001364008365917,0.0001790401287486,0.259333441284673,6.684527880627459e-05,0.3333333333333333,U20173,80.0
Ματρόνα,registered,0.0053659174688353,36,6,0,1,1,1683,Ματρόνα,0.0002273347276529,0.0002888566671852,0.2645281908318844,0.0,1.0,U20176,30.0
A09,registered,27.20776074951725,8449,2,1,1,10,1683,A09,4.546694553059925e-05,9.5842122941451e-05,0.2501420973623893,0.0,0.0,U20178,8447.0
Inf1321f22,registered,0.5129350895485724,1,1,0,1,1,1,Inf1321f22,0.0001364008365917,0.0001910211811376,0.2600483899456627,0.0,1.0,U20179,0.0
IBuNeriPK,registered,47.89972871904739,3,1,1,1,1,1683,IBuNeriPK,4.546694553059925e-05,8.31974162521817e-05,0.2539095390646364,0.0,0.0,U20181,2.0
Forecoworld,registered,0.0425318642941181,3,2,2,1,1,1683,Forecoworld,0.0001364008365917,0.0002525335742686,0.2602590845485047,0.0,1.0,U20183,1.0
Laqsa,registered,0.0121677150568914,31,1,0,1,1,1683,Laqsa,0.0001818677821223,0.0003565735714151,0.2565014592126331,0.0,1.0,U20186,30.0
Davidhs0,registered,72.98044754132148,1048,3,1,1,1,1683,Davidhs0,9.09338910611985e-05,0.0001104354585391,0.2578089762494646,0.0,1.0,U20187,1045.0
Camilasamara,registered,0.0021648478598313,1,1,0,1,1,1683,Camilasamara,0.0001364008365917,0.0001868143639584,0.2594579901780598,0.0,1.0,U20189,0.0
A.piquerasm,registered,0.0038669133825091,2,2,2,1,1,1683,A.piquerasm,9.09338910611985e-05,0.0001989546395148,0.262773637277837,0.0,1.0,U20190,0.0
VolnyiLev,registered,67.99525809716984,35186,1,1,1,1,1683,VolnyiLev,4.546694553059925e-05,8.882284613888786e-05,0.254431349176387,0.0,0.0,U20191,35185.0
Pederjo99,registered,50.25335184462682,65,1,1,1,1,1683,Pederjo99,9.09338910611985e-05,0.0001792589599594,0.2558884667271636,0.0,1.0,U20192,64.0
E1even1,registered,0.0664512846487835,433,1,0,1,1,1683,E1even1,0.0001364008365917,0.0002083261504048,0.2596790756642392,0.0,1.0,U20193,432.0
Madfly2,registered,47.70347250266756,15,1,1,1,1,1683,Madfly2,9.09338910611985e-05,0.0001792589599594,0.2558884667271636,0.0,1.0,U20198,14.0
Đại Việt quốc,registered,11.718966394473078,1421,2,2,1,1,1683,Đại Việt quốc,4.546694553059925e-05,9.5842122941451e-05,0.2501420973623893,0.0,0.0,U20199,1419.0
AHZ,registered,123.44108404385824,2716,1,1,1,1,1683,AHZ,9.09338910611985e-05,0.0002202902087677,0.2611626626398419,0.0,1.0,U20200,2715.0
A.toledano82,registered,96.81752382169228,3,2,2,1,1,1,A.toledano82,4.546694553059925e-05,8.341683701799014e-05,0.2491562537016596,0.0,0.0,U20202,1.0
Pelajanela,registered,34.82681026988919,208,1,0,1,1,1683,Pelajanela,9.09338910611985e-05,9.982878179588987e-05,0.2502000213476321,0.0,1.0,U20204,207.0
Drahkrub,registered,117.1591210710084,26,4,1,1,1,1,Drahkrub,4.546694553059925e-05,0.0001084174355949,0.2539583678221488,0.0,0.0,U20205,22.0
MdeVicente,registered,111.34685250971006,77,3,0,1,1,1683,MdeVicente,0.0001818677821223,0.0003270659996409,0.2674388878305296,0.0,1.0,U20206,74.0
Editor Master Plus,registered,21.91184471808304,61,3,0,1,1,1683,Editor Master Plus,9.09338910611985e-05,0.0001155360474725,0.2506062415990504,0.0,1.0,U20207,58.0
Patricio.lorente,registered,122.72613590818275,25233,3,1,1,1,3,Patricio.lorente,9.09338910611985e-05,0.0001842878575905,0.2528185236237597,0.0,1.0,U20208,25230.0
Kurmanbek,registered,98.421938848847,6809,2,1,1,1,1683,Kurmanbek,9.09338910611985e-05,0.0001952896101908,0.2603959339674554,0.0,1.0,U20209,6807.0
ANTI HOAXXX,registered,0.0002205536200074,2,1,1,1,1,1683,ANTI HOAXXX,0.0001364008365917,0.0001079696147983,0.2553606689314519,0.0,1.0,U20210,1.0
AdamD66,registered,4.331446459087684,10,1,1,1,1,1683,AdamD66,0.0001364008365917,0.000208443299617,0.2583469538979799,0.0,1.0,U20211,9.0
Yanivshn,registered,49.90226660673692,445,5,0,1,1,1,Yanivshn,4.546694553059925e-05,8.341683701799014e-05,0.2491562537016596,0.0,0.0,U20212,440.0
Wanderer777,registered,123.76501494821171,2197,2,1,1,1,1683,Wanderer777,9.09338910611985e-05,0.0001792589599594,0.2558884667271636,0.0,1.0,U20213,2195.0
Hoyhfdgggghhhh,registered,0.2167600977432801,46,2,2,1,1,1683,Hoyhfdgggghhhh,9.09338910611985e-05,0.0002072781351749,0.2603445985734812,0.0,1.0,U20214,44.0
Lizthegrey,registered,85.69456213641926,1,1,1,1,1,2,Lizthegrey,9.09338910611985e-05,0.00014324664385,0.2542898139471655,0.0,1.0,U20218,0.0
Tarkoff,registered,8.978022592295986,3238,5,0,1,1,1683,Tarkoff,4.546694553059925e-05,8.882284613888786e-05,0.254431349176387,0.0,0.0,U20220,3233.0
Yxh1433,registered,64.41102334598094,110,1,1,1,1,1683,Yxh1433,4.546694553059925e-05,0.0001118727731728,0.2562360213452174,0.0,0.0,U20222,109.0
Pintsknife,registered,24.54645543714108,197,1,1,1,1,1683,Pintsknife,9.09338910611985e-05,0.0002006956193117,0.2646872506085688,0.0,1.0,U20223,196.0
MRTFR55,registered,37.4558303349449,2994,2,2,1,1,1683,MRTFR55,9.09338910611985e-05,0.0002006956193117,0.2646872506085688,0.0,1.0,U20224,2992.0
Mr.Karhi,registered,85.60380204019704,17022,1,0,1,10,1,Mr.Karhi,0.0018186778212239,0.0026957672610957,0.3017403745735247,0.0,1.0,U20225,17021.0
Tensa Februari,registered,84.52520851823712,20,1,1,1,1,1,Tensa Februari,4.546694553059925e-05,9.540536200204856e-05,0.2503159498341772,0.0,0.0,U20226,19.0
SuperHamster,registered,110.40237460195776,375,2,2,1,1,1683,SuperHamster,4.546694553059925e-05,9.5842122941451e-05,0.2501420973623893,0.0,0.0,U20227,373.0
PaperHuman,registered,29.20150957544949,103,1,0,1,1,1683,PaperHuman,0.0001364008365917,0.0002387640459904,0.2652425096314706,0.0,1.0,U20228,102.0
Vorens,registered,0.0004970061747408,18,1,1,1,1,1683,Vorens,9.09338910611985e-05,0.0001356174034185,0.2564239830437231,0.0,1.0,U20232,17.0
Beeswaxcandle,registered,123.80709277626052,359,2,2,1,1,1,Beeswaxcandle,0.0003637355642447,0.0004769540412956,0.2670063040926598,3.6593551634028694e-08,0.8214285714285714,U20233,357.0
Norval771,registered,5.223050439091836,310,1,1,1,1,1683,Norval771,9.09338910611985e-05,0.0001125674763845,0.2545403296870316,0.0,1.0,U20234,309.0
MAxSper5,registered,0.3653368043909944,228,4,0,1,1,1683,MAxSper5,0.0001818677821223,0.0003280382354635,0.2683688579961742,0.0,1.0,U20236,224.0
Scip.,registered,121.27408464543724,1145,1,1,1,1,1683,Scip.,9.09338910611985e-05,0.0002006956193117,0.2646872506085688,0.0,1.0,U20237,1144.0
Turktimex3,registered,1.961545715821984,89,1,0,1,1,1,Turktimex3,0.0001818677821223,0.0001085097366646,0.2505534112082926,0.0,1.0,U20238,88.0
KolAflash,registered,84.44747629618982,2,1,1,1,1,1683,KolAflash,9.09338910611985e-05,0.0002006956193117,0.2646872506085688,0.0,1.0,U20239,1.0
Hammoud El Galado,registered,0.1650809621917858,93,1,0,1,1,1,Hammoud El Galado,4.546694553059925e-05,8.301063885326934e-05,0.2528884551273792,0.0,0.0,U20241,92.0
Hurricanefan25 in the storm,registered,0.7419480816778502,5,1,1,0,1,2,Hurricanefan25 in the storm,4.546694553059925e-05,7.406158926659966e-05,0.2453197575560718,0.0,0.0,U20242,4.0
VolodymyrF,registered,0.0,0,1,1,0,1,2,VolodymyrF,9.09338910611985e-05,9.61298618928414e-05,0.2462907270256453,0.0,1.0,U20243,-1.0
Schwabe,registered,0.0,0,1,1,0,1,1683,Schwabe,0.0001364008365917,9.554261887852826e-05,0.2463009349098864,0.0,1.0,U20244,-1.0
RedJohn,registered,25.55153615596335,191,2,1,0,1,2,RedJohn,4.546694553059925e-05,9.41722185872249e-05,0.2462754167856727,0.0,0.0,U20245,189.0
Sasakubo1717,registered,0.0,0,1,1,0,1,2,Sasakubo1717,9.09338910611985e-05,8.559939807955748e-05,0.2434953517460524,0.0,1.0,U20246,-1.0
Sasakubo,registered,89.85062815952567,92,1,0,0,1,2,Sasakubo,9.09338910611985e-05,8.559939807955748e-05,0.2434953517460524,0.0,1.0,U20247,91.0
FutureTrillionaire,registered,22.05431018813224,7,1,0,0,1,2,FutureTrillionaire,4.546694553059925e-05,9.41722185872249e-05,0.2462754167856727,0.0,0.0,U20250,6.0
בריאן,registered,110.75708186265898,745,1,0,1,1,2,בריאן,4.546694553059925e-05,0.0001031125165734,0.2576748317414973,0.0,0.0,U20251,744.0
Receptie123,registered,0.0,0,2,2,0,1,2,Receptie123,0.0001364008365917,0.0002536414393992,0.2595316434998704,0.0,1.0,U20256,-2.0
Reception123,registered,102.68646249485693,50,5,0,0,1,0,Reception123,0.0200509229789942,0.0310945228860784,0.338158352464693,1.4480631751434725e-05,0.9762626262626264,U20257,45.0
Ilikefreedom.ro,registered,18.114646053269023,3,1,1,0,1,2,Ilikefreedom.ro,4.546694553059925e-05,0.0001031125165734,0.2576748317414973,0.0,0.0,U20258,2.0
Invadinado,registered,0.0,0,6,1,0,1,2,Invadinado,0.0001818677821223,0.0003538838089124,0.2622286562103205,0.0,1.0,U20259,-6.0
Jeromjerom,registered,26.51801999128433,598,1,0,0,1,2,Jeromjerom,0.0001364008365917,0.0001982473101234,0.2595373108720917,0.0,1.0,U20261,597.0
Bertrand Bellet,registered,0.0,0,37,1,0,1,2,Bertrand Bellet,0.0002728016731835,0.0004483001228402,0.2619281473483023,9.216840244293129e-08,0.8666666666666667,U20264,-37.0
デイナイスホテル東京,registered,0.0,0,1,1,0,1,2,デイナイスホテル東京,4.546694553059925e-05,0.0001031125165734,0.2576748317414973,0.0,0.0,U20266,-1.0
Antonio d,registered,0.0,0,19,1,0,1,2,Antonio d,9.09338910611985e-05,0.0001474072297791,0.2579824530947811,0.0,1.0,U20267,-19.0
StevenGomez,registered,14.125598822091565,333,1,1,0,1,2,StevenGomez,4.546694553059925e-05,9.41722185872249e-05,0.2462754167856727,0.0,0.0,U20268,332.0
Merete25,registered,88.76436659662188,25,1,0,0,1,2,Merete25,4.546694553059925e-05,9.41722185872249e-05,0.2462754167856727,0.0,0.0,U20269,24.0
Enquire,registered,114.36380585805624,9,1,1,1,1,2,Enquire,4.546694553059925e-05,0.0001031125165734,0.2576748317414973,0.0,0.0,U20270,8.0
TheMightyHercules,registered,0.0,0,4,0,0,1,2,TheMightyHercules,0.0001364008365917,0.0002827289543311,0.2601850178212909,0.0,1.0,U20271,-4.0
Deviator13,registered,0.0,0,2,2,0,1,2,Deviator13,4.546694553059925e-05,9.41722185872249e-05,0.2462754167856727,0.0,0.0,U20274,-2.0
Xeno,registered,110.49318071022827,1625,1,1,1,1,2,Xeno,4.546694553059925e-05,9.41722185872249e-05,0.2462754167856727,0.0,0.0,U20275,1624.0
Tri-l,registered,116.74881224270328,235,3,1,1,1,6,Tri-l,9.09338910611985e-05,0.0001573564747326,0.2468534200277601,0.0,1.0,U20276,232.0
Michael Gäbler,registered,29.82764989470466,2,1,1,0,1,2,Michael Gäbler,4.546694553059925e-05,7.406158926659966e-05,0.2453197575560718,0.0,0.0,U20277,1.0
Servando.A6,registered,37.83030490397172,2,1,0,0,1,1683,Servando.A6,0.0001364008365917,0.0002252162826082,0.2639231588851856,0.0,1.0,U20280,1.0
Tux-Man,registered,96.2680338709518,94,2,2,1,1,1683,Tux-Man,4.546694553059925e-05,0.0001118727731728,0.2562360213452174,0.0,0.0,U20281,92.0
RaffiKojian,registered,75.75451963801827,86,2,1,1,1,1683,RaffiKojian,4.546694553059925e-05,0.0001118727731728,0.2562360213452174,0.0,0.0,U20282,84.0
JalenFolf,registered,101.41397229998638,712,10,1,1,1,1,JalenFolf,0.0004092025097753,0.0006908612701369,0.2791800153640084,0.0,1.0,U20283,702.0
DannyS712 test,registered,9.38196236442607,46,1,0,0,1,2,DannyS712 test,0.0007274711284895,0.0013229410413297,0.2798044027138585,0.0,1.0,U20284,45.0
Harej batch edits,registered,4.739244778773311,598964,1,0,0,7,2,Harej batch edits,0.0001818677821223,0.0002971160544929,0.2630353350465103,0.0,1.0,U20286,598963.0
Zabe (flood),registered,21.37010912841012,616317,1,0,1,1,2,Zabe (flood),9.09338910611985e-05,0.0001601635215201,0.2584536949088106,0.0,1.0,U20287,616316.0
Yahya (flood),registered,3.619870892474026,232251,1,0,1,1,2,Yahya (flood),9.09338910611985e-05,0.0001661143828598,0.2585830257832728,0.0,1.0,U20288,232250.0
Mateusz.ns,registered,82.39711249679627,5472,61,1,0,10,2,Mateusz.ns,0.0004092025097753,0.0006527948886805,0.2629596799432843,0.0,1.0,U20290,5411.0
Jcfll44,registered,0.1196632678593293,10,1,1,0,1,6,Jcfll44,0.0002728016731835,0.0003376476319776,0.2625356544824848,0.0,1.0,U20291,9.0
Astur,registered,118.73287115941996,71132,3,1,1,1,6,Astur,0.0004092025097753,0.0004837220538966,0.2684052215188584,3.9966000318297053e-07,0.8333333333333334,U20292,71129.0
Esbardu,registered,60.48710293693764,197,1,0,0,1,6,Esbardu,0.0002728016731835,0.0003376476319776,0.2625356544824848,0.0,1.0,U20293,196.0
MirrorWuu,registered,19.81144947078539,12957,3,1,0,1,10,MirrorWuu,0.0002273347276529,0.0003212006042622,0.2609390448335068,0.0,1.0,U20294,12954.0
Dutchy45,registered,66.10631140802191,1133,14,1,1,1,1,Dutchy45,0.0005001364008365,0.0008254518118492,0.2750833591185614,0.0,1.0,U20295,1119.0
Aaharoni-WMF,registered,89.79338574904192,52,2,1,1,1,3174,Aaharoni-WMF,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20296,50.0
Dan Shick (WMDE),registered,34.26459285421482,81,3,0,1,1,1683,Dan Shick (WMDE),4.546694553059925e-05,9.5842122941451e-05,0.2501420973623893,0.0,0.0,U20298,78.0
FAAHS,registered,3.122168833035586,19,1,1,1,1,1683,FAAHS,4.546694553059925e-05,9.5842122941451e-05,0.2501420973623893,0.0,0.0,U20299,18.0
Dcosta,registered,110.75924214734049,1033,10,1,1,1,2,Dcosta,0.0002273347276529,0.0003534913641052,0.2605729109461669,5.198646513237034e-10,0.8,U20301,1023.0
Noq,registered,108.4261217623299,396,5,1,1,1,2,Noq,0.0005001364008365,0.0005842984323734,0.2574125360408162,8.903734491411848e-08,0.8181818181818182,U20302,391.0
Chris857,registered,99.81581415087236,888,20,1,0,1,2,Chris857,0.0005456033463671,0.0007888965324655,0.2649764037561102,8.684626421982437e-07,0.7272727272727273,U20303,868.0
LukeSurl,registered,111.95646727858887,82,1,1,1,1,2,LukeSurl,4.546694553059925e-05,2.799268710629681e-06,0.2007881272122813,0.0,0.0,U20304,81.0
Cainamarques,registered,54.37713376120736,298,5,1,0,1,3175,Cainamarques,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20305,293.0
Anas1712,registered,123.33860304379206,7372,3,1,1,1,5,Anas1712,4.546694553059925e-05,9.738218156720578e-05,0.2474186900530126,0.0,0.0,U20307,7369.0
Narfiol,registered,0.0370940767663493,7,2,2,0,1,2,Narfiol,4.546694553059925e-05,9.41722185872249e-05,0.2462754167856727,0.0,0.0,U20308,5.0
PaterMcFly,registered,119.70030489636642,668,4,1,1,1,1,PaterMcFly,0.0001818677821223,0.0001903628101568,0.2538715741215944,1.917286880845376e-08,0.3333333333333333,U20309,664.0
Guinsoo,registered,20.012862839224777,6,2,2,0,1,2,Guinsoo,4.546694553059925e-05,8.302002560742048e-05,0.2475784613189302,0.0,0.0,U20310,4.0
Q Valda,registered,117.45505193277222,76,1,1,1,1,2,Q Valda,4.546694553059925e-05,0.0001031125165734,0.2576748317414973,0.0,0.0,U20311,75.0
Reinhard Kraasch,registered,123.8913628920816,7888,11,1,1,1,2,Reinhard Kraasch,9.09338910611985e-05,0.0001914374612023,0.2578369406038825,0.0,1.0,U20313,7877.0
SimsKoarl,registered,0.646072662530906,3,2,2,0,1,2,SimsKoarl,0.0002273347276529,0.0002828961167025,0.2665691386102491,5.013418173716775e-07,0.6,U20314,1.0
Mangoe,registered,118.55225295522835,39,1,0,1,1,2,Mangoe,0.0002273347276529,0.000110224320314,0.2467457983324316,0.0,1.0,U20315,38.0
DamonRN,registered,18.12912083524417,91,3,1,0,1,1,DamonRN,9.09338910611985e-05,0.0002145986045896,0.2604016391498306,0.0,1.0,U20316,88.0
David Levy,registered,115.01640006297184,117,3,0,1,1,2,David Levy,0.0001364008365917,0.0001064698900597,0.2479296510925897,3.129208083588853e-09,0.6666666666666666,U20317,114.0
Paopp,registered,88.0476635386079,384,6,1,0,1,1,Paopp,9.09338910611985e-05,0.0002093260864189,0.2595373108720917,0.0,1.0,U20318,378.0
LeRoc,registered,20.941482181168823,195,7,1,0,1,2,LeRoc,0.0001818677821223,0.0001948480058605,0.2511304670500257,8.415190126586552e-10,0.8333333333333334,U20319,188.0
Gajolen,registered,3.1171934475801084,208,1,1,0,1,2,Gajolen,4.546694553059925e-05,9.840891665669372e-05,0.247795255067896,0.0,0.0,U20320,207.0
Py4nf,registered,123.9169836174292,3475,8,1,1,10,2,Py4nf,9.09338910611985e-05,0.0001910390903137,0.2518435279400878,0.0,1.0,U20321,3467.0
Denhud,registered,117.43522492286328,5052,167,1,1,1,2,Denhud,0.0001364008365917,0.0003130075212462,0.262413927715194,0.0,1.0,U20322,4885.0
MdE,registered,71.15411336303963,69,1,1,0,1,10,MdE,4.546694553059925e-05,0.0001076355944026,0.254306136898249,0.0,0.0,U20324,68.0
Pegasovagante,registered,81.25030288096265,1718,7,1,0,1,10,Pegasovagante,0.0002273347276529,0.0004320439940338,0.2744354764495374,6.278124159135318e-08,0.8,U20325,1711.0
S3b4s5,registered,93.24978419969077,456,9,1,0,1,2,S3b4s5,0.0075475129580794,0.0086897573423915,0.3156941036463176,0.0,1.0,U20326,447.0
Klymets,registered,23.16168367591395,30,1,1,0,1,2,Klymets,9.09338910611985e-05,0.0002033445961829,0.2545675894036276,0.0,1.0,U20327,29.0
Euriditi,registered,92.73807318273325,182,1,1,0,1,2,Euriditi,4.546694553059925e-05,9.57353117790681e-05,0.2473980894252111,0.0,0.0,U20328,181.0
Spyder Monkey,registered,101.25697767008675,83,1,1,1,1,2,Spyder Monkey,4.546694553059925e-05,9.840891665669372e-05,0.247795255067896,0.0,0.0,U20329,82.0
Lucien leGrey,registered,86.72091335056693,210,5,1,0,1,2,Lucien leGrey,4.546694553059925e-05,5.868944976167117e-05,0.241663480085329,0.0,0.0,U20330,205.0
Biopics,registered,29.20797331757516,10,1,1,0,1,3176,Biopics,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20331,9.0
Giallone,registered,117.05574416692714,200,1,1,1,1,3177,Giallone,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20332,199.0
P.oppenia,registered,16.31774741743119,3,1,1,0,1,9,P.oppenia,4.546694553059925e-05,1.5080253000105164e-05,0.2252829314418289,0.0,0.0,U20333,2.0
Whaledad,registered,119.48645724720184,776,1,1,1,1,9,Whaledad,4.546694553059925e-05,1.5080253000105164e-05,0.2252829314418289,0.0,0.0,U20337,775.0
Jabbi,registered,89.27273166305795,16,1,1,1,1,3178,Jabbi,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U20338,15.0
Adbar,registered,35.47651864476645,38,1,1,0,1,9,Adbar,4.546694553059925e-05,1.5080253000105164e-05,0.2252829314418289,0.0,0.0,U20339,37.0
Melody Lavender,registered,17.349010512802376,151,15,0,0,1,2,Melody Lavender,0.0005001364008365,0.00049555576748,0.2681811366504934,6.74427909544497e-05,0.4727272727272727,U20340,136.0
Philaweb,registered,77.20054598428898,347,1,1,0,1,1,Philaweb,4.546694553059925e-05,0.0001063072185491,0.2530284342603374,0.0,0.0,U20341,346.0
Claudius972,registered,74.8971482416933,29,9,1,0,1,2,Claudius972,0.0002273347276529,0.0004276276385678,0.2564627152768825,0.0,1.0,U20342,20.0
Sitic,registered,29.80210788418349,106,1,1,0,1,2,Sitic,4.546694553059925e-05,8.990151324868965e-07,0.1964991587017701,0.0,0.0,U20343,105.0
Shadster,registered,103.32418225942732,2343,1,1,1,1,2,Shadster,4.546694553059925e-05,5.868944976167117e-05,0.241663480085329,0.0,0.0,U20344,2342.0
Curly Turkey,registered,75.9026860388798,1003,1,1,0,1,2,Curly Turkey,4.546694553059925e-05,5.868944976167117e-05,0.241663480085329,0.0,0.0,U20345,1002.0
Kynikos,registered,123.5441304977743,1362,13,1,1,1,2,Kynikos,0.0001364008365917,0.0002653419313029,0.2612602570578688,0.0,1.0,U20346,1349.0
Dev920,registered,110.72555828585726,8,2,1,1,1,2,Dev920,0.0002273347276529,0.0001965020598164,0.2504425398587472,0.0,1.0,U20347,6.0
Morhelluin,registered,75.49980416359602,49,1,0,0,1,2,Morhelluin,0.0002273347276529,0.0001965020598164,0.2504425398587472,0.0,1.0,U20349,48.0
Make91,registered,38.07162288677309,89,7,0,0,1,2,Make91,0.0006820041829589,0.000779980156104,0.2715015445467052,0.0,1.0,U20350,82.0
